backward_only,backward_only_adaptive,backward_only_muthu,sigmod21,one_ring_muthu_leap,one_ring_muthu_leap_adaptive,sigmod21_adaptive,backward_only_adaptive_muthu
711000.0,1043000.0,976000.0,1542000.0,4473000.0,2684000.0,2128000.0,1780000.0
975000.0,1275000.0,1471000.0,1796000.0,5372000.0,2543000.0,2426000.0,1068000.0
570000.0,604000.0,809000.0,1771000.0,4696000.0,1261000.0,1170000.0,606000.0
633000.0,928000.0,794000.0,1497000.0,3211000.0,1719000.0,1735000.0,631000.0
611000.0,831000.0,1015000.0,1192000.0,6720000.0,1311000.0,1015000.0,829000.0
572000.0,903000.0,904000.0,1255000.0,4921000.0,1175000.0,1098000.0,696000.0
565000.0,829000.0,769000.0,542000.0,2669000.0,629000.0,1197000.0,497000.0
434000.0,1424000.0,749000.0,1451000.0,3339000.0,1397000.0,1351000.0,398000.0
686000.0,940000.0,1283000.0,1777000.0,9538000.0,1718000.0,1832000.0,697000.0
1053000.0,1217000.0,1384000.0,1218000.0,4314000.0,1512000.0,1368000.0,1024000.0
1304000.0,721000.0,1066000.0,4425000.0,4492000.0,1614000.0,1619000.0,507000.0
6225000.0,7041000.0,4205000.0,5881000.0,5545000.0,3634000.0,6358000.0,3156000.0
3111000.0,1739000.0,3365000.0,5862000.0,6904000.0,3476000.0,3344000.0,1410000.0
1262000.0,468000.0,617000.0,1087000.0,2766000.0,774000.0,858000.0,481000.0
488000.0,720000.0,1200000.0,727000.0,2057000.0,491000.0,1053000.0,317000.0
1038000.0,3184000.0,1284000.0,6429000.0,8321000.0,2322000.0,5351000.0,1032000.0
1238000.0,1435000.0,1162000.0,2414000.0,4318000.0,2093000.0,2087000.0,1059000.0
634000.0,2008000.0,1263000.0,1442000.0,2454000.0,2548000.0,1381000.0,606000.0
6668000.0,5935000.0,6323000.0,5501000.0,8185000.0,5055000.0,6359000.0,6522000.0
547000.0,517000.0,520000.0,1009000.0,2225000.0,534000.0,648000.0,352000.0
1531000.0,4584000.0,1860000.0,4382000.0,4432000.0,3599000.0,5189000.0,2229000.0
3211000.0,5840000.0,3267000.0,6470000.0,15767000.0,7610000.0,8454000.0,4001000.0
713000.0,861000.0,743000.0,1910000.0,4835000.0,2558000.0,1438000.0,882000.0
1264000.0,3141000.0,1705000.0,3383000.0,3700000.0,3467000.0,2467000.0,1344000.0
2405000.0,3314000.0,2510000.0,8719000.0,9006000.0,3015000.0,2593000.0,2562000.0
11242000.0,15133000.0,10121000.0,10119000.0,9824000.0,9719000.0,10172000.0,10921000.0
632000.0,1207000.0,2992000.0,1226000.0,4825000.0,1485000.0,1689000.0,1266000.0
853000.0,1533000.0,1103000.0,1996000.0,5247000.0,3436000.0,2299000.0,2517000.0
2395000.0,3939000.0,3430000.0,7632000.0,12286000.0,8680000.0,8529000.0,3816000.0
2988000.0,6209000.0,4551000.0,2705000.0,3489000.0,3550000.0,3819000.0,2979000.0
173000.0,300000.0,736000.0,278000.0,1162000.0,440000.0,1081000.0,272000.0
617000.0,1191000.0,1123000.0,1882000.0,4957000.0,992000.0,1051000.0,732000.0
774000.0,1333000.0,1222000.0,933000.0,2218000.0,763000.0,997000.0,645000.0
5738000.0,17754000.0,18449000.0,16612000.0,23912000.0,18700000.0,19800000.0,5902000.0
732000.0,707000.0,722000.0,608000.0,1035000.0,648000.0,729000.0,440000.0
227000.0,421000.0,623000.0,467000.0,1995000.0,577000.0,465000.0,373000.0
754000.0,1088000.0,953000.0,1355000.0,3881000.0,3461000.0,2554000.0,769000.0
581000.0,852000.0,660000.0,1087000.0,3771000.0,2962000.0,3569000.0,566000.0
487000.0,884000.0,760000.0,1286000.0,4088000.0,3436000.0,2507000.0,492000.0
2794000.0,3887000.0,4923000.0,3571000.0,5763000.0,5195000.0,3819000.0,2794000.0
301000.0,433000.0,449000.0,568000.0,1663000.0,1866000.0,875000.0,324000.0
2868000.0,2335000.0,3088000.0,2754000.0,4790000.0,3048000.0,3018000.0,1830000.0
703000.0,1796000.0,872000.0,871000.0,1886000.0,1441000.0,1558000.0,1858000.0
817000.0,1387000.0,940000.0,1379000.0,3604000.0,1686000.0,2189000.0,2164000.0
1096000.0,1295000.0,1229000.0,1844000.0,4432000.0,2577000.0,2955000.0,2956000.0
166000.0,386000.0,2230000.0,230000.0,2589000.0,629000.0,423000.0,508000.0
178000.0,363000.0,720000.0,374000.0,1533000.0,648000.0,569000.0,472000.0
1812000.0,1095000.0,1385000.0,2870000.0,3544000.0,3208000.0,2844000.0,1266000.0
527000.0,1284000.0,566000.0,740000.0,1294000.0,1150000.0,1271000.0,1072000.0
431000.0,708000.0,409000.0,556000.0,1464000.0,495000.0,774000.0,769000.0
