emptyheaded,Jena-LTJ,RDF3X,virtuoso,blazegraph,CompactLTJ,qdag,RDFCSA
0.000496199,0.197288,0.334748,1.66119,0.950278,0.002569,0.001566,0.020771
0.0075543467,0.0859711,0.257142,1.85507,0.313388,0.000864,0.000779,0.002605
0.009598087,0.132261,0.1426,1.93815,399.1,0.004491,0.004883,0.022847
0.00569624,0.096144,0.304328,0.640346,0.054615,0.006939,0.016153,0.01347
0.049114835,0.0533791,0.102026,0.522425,0.0320911,0.001532,0.269506,0.003668
0.0023489434,0.0297821,0.255672,0.183971,0.165278,0.005102,0.137263,0.012045
0.00303113,0.040586,0.232144,1.28555,600,0.063275,0.003252,0.07776
0.0053807097,0.090822,0.139409,0.374333,0.0662038,0.001952,0.012993,0.002798
0.00040336867,0.0664661,0.048768,0.00302291,0.0279338,0.000235,0.000548,0.001067
0.0044869864,0.0117919,0.0299411,0.00765204,0.035804,0.001307,0.070106,0.004053
0.000925035,0.0550559,0.0534949,0.0573568,0.169377,0.132211,0.020441,0.356612
0.00045248235,0.041239,0.0690801,0.218934,0.034723,0.006281,0.006927,0.014928
0.30013734,0.0422721,0.0276051,0.016803,0.053659,0.000588,0.019246,0.00294
0.0025686934,0.120967,0.0455122,0.331911,0.036073,0.001279,0.001016,0.003215
0.00063199765,0.0180762,0.023376,0.0358741,0.043813,0.000115,0.005636,0.001201
0.00042688535,0.00978494,0.0366509,0.0265129,0.313655,0.000264,0.002841,0.001869
0.0025172401,0.0581441,0.013031,0.00833011,0.0820451,0.01533,0.000935,0.035654
0.00037577332,2.12733,0.284784,1.35871,4.40356,0.02948,0.010124,0.193898
0.00059142365,0.28077,0.0633168,0.029129,0.056643,0.000622,0.00085,0.002898
0.0007014653,0.219948,0.0660789,0.434534,0.097338,0.001701,0.034475,0.003852
0.0007901,0.070425,0.0581899,0.0204918,0.059624,0.000621,0.00325,0.002543
0.0312299,0.057842,0.129327,0.11454,600,0.029583,0.735159,0.053842
0.00859203,0.0791559,0.0790231,0.383277,0.0265489,0.000607,0.008391,0.004288
0.00035919168,0.00831604,0.0237911,0.00353694,0.0347109,0.012237,0.001562,0.021771
0.34769034,0.019145,0.342847,0.112813,0.0289531,0.01291,0.065943,0.035349
0.015746966,0.0181899,0.013294,0.00351,0.0411689,0.000198,8.00054,0.000927
0.00126257,0.061254,0.0325861,0.03966,0.127838,0.037039,0.004578,0.074867
0.0026769268,0.0674989,0.112873,0.649535,0.0583999,0.006323,0.002732,0.014739
0.00096493436,0.0202389,0.012562,0.00379801,0.0383971,0.009379,0.056899,0.02037
0.0007434077,0.00472808,0.023217,0.0149119,0.09184,0.003553,0.057624,0.011946
0.00039954198,0.00756192,0.0488989,0.00490689,0.0397248,0.00049,0.002164,0.002531
0.012538167,0.00433183,0.018573,0.00272584,0.0296292,0.000108,0.000917,0.000952
0.000451756,0.022387,0.0266638,0.00494599,0.069499,0.007139,0.007567,0.018669
0.0010635393,0.441057,0.075767,0.166039,0.577213,0.134463,0.001104,0.380821
0.00199554,0.00824785,0.0446441,0.00425196,0.0594041,0.005529,0.018852,0.019468
0.0032237999,0.00791812,0.0390041,0.00374794,0.053257,0.002136,0.151723,0.007438
0.0012902054,0.0367329,0.0247378,0.0027442,0.0241311,0.000157,0.010021,0.001278
0.0005346746,0.0215311,0.029444,0.0163169,0.0427001,0.001272,0.00606,0.001155
0.0015021033,0.0280039,0.0370169,0.0235369,0.0662801,0.020381,0.009688,0.040837
0.00087594567,0.00855708,0.0675552,0.00458217,0.0387139,0.00114,0.0061,0.00406
0.00104105,0.062979,0.049612,0.017648,0.468733,0.000703,0.198595,0.021217
0.000414803,0.0328958,0.0375841,0.00552797,0.219215,0.031843,0.002396,0.132567
0.00665855,0.0230381,0.031292,0.0329499,1.33415,0.005519,0.015578,0.005789
0.0033127698,0.020159,0.051131,0.0588319,0.0924768,0.000633,0.014813,0.002587
0.0005840777,0.00633311,0.017498,0.00330806,0.0369411,0.000275,0.003779,0.001386
0.0005400863,0.105949,1.33167,0.401938,0.0308671,0.008522,0.05845,0.020334
0.000883598,0.138506,0.921698,0.518357,0.0354049,0.006759,0.001992,0.080239
0.020240767,0.174604,0.0430059,0.0060041,0.043339,0.001965,0.020517,0.007208
0.0009932453,0.00633287,0.016963,0.00596499,0.030412,0.008823,0.000713,0.018521
0.000592542,0.076448,0.0227022,0.00472713,0.13443,0.037631,0.006987,0.074717
