emptyheaded,Jena-LTJ,RDF3X,virtuoso,blazegraph,CompactLTJ,qdag,RDFCSA,MillDB
0.14483567,0.215754,0.103906,0.892913,0.196408,0.000903,0.262653,0.00624,0.008
0.0038233635,0.180216,0.15011,1.13187,0.0943689,0.003893,0.108415,0.016911,0.025
0.025179634,0.0710068,0.095659,0.389715,0.031507,0.000549,0.018181,0.002364,0.011
0.0027633035,0.224157,0.136105,0.966844,0.0496922,0.000556,0.001939,0.002635,0.009
0.269335,0.120475,0.0970001,0.574442,0.0517702,0.000123,1.51606,0.012843,0.008
0.14702733,0.101424,0.438522,0.423862,0.079994,0.000853,0.004154,0.005575,0.011
0.0035459467,0.0346341,0.122742,0.0588081,0.0429771,0.000585,0.000801,0.001047,0.009
0.503286,0.0613921,0.0831392,0.201756,0.0391738,0.000316,0.018426,0.003517,0.007
0.0125232665,0.0411661,0.092134,0.226053,0.0304251,0.000453,0.005583,0.003062,0.009
0.0027661133,0.122382,0.181269,0.87812,0.038044,0.00162,0.025447,0.003895,0.012
0.00581645,0.127924,0.0564098,0.354715,0.0328851,0.000513,0.000369,0.001985,0.007
0.0022184667,0.016758,0.036196,0.0554068,0.039185,0.000182,0.004519,0.000688,0.007
0.27360368,0.033426,0.0599308,0.176795,0.0295391,0.000193,0.004458,0.000895,0.004
0.50289935,0.0635118,0.402916,0.12284,0.0371089,0.001879,0.008785,0.005862,0.014
0.29378766,0.00674415,0.0171649,0.019218,0.0272241,0.000294,0.030194,0.002138,0.008
0.014174966,0.100253,0.0335188,0.19614,0.041559,0.000646,0.000518,0.00288,0.01
0.015257933,0.0650389,0.0270641,0.072371,0.0431321,0.000427,0.002219,0.003658,0.011
0.00811623,0.080332,0.048023,0.209034,0.0306401,0.00032,0.002038,0.002008,0.006
0.0035879067,0.113246,0.03619,0.262092,0.134761,0.000547,0.002568,0.00487,0.007
0.0032411632,0.032202,0.037401,0.071502,0.046735,0.000332,0.025394,0.001169,0.006
0.00902695,0.107118,0.220871,1.06683,0.280643,0.001295,0.005078,0.039866,0.012
0.016816566,0.244521,0.092392,0.018491,0.0264251,0.000777,0.024365,0.004879,0.011
0.018216334,0.176932,0.163332,0.272441,0.064435,0.000526,0.002662,0.000891,0.006
0.012639067,0.070194,0.0347099,0.0175781,0.0321529,0.000421,0.031151,0.002334,0.009
0.27037135,0.18974,0.135881,0.234496,0.103327,0.000473,0.003081,0.001194,0.007
0.0026107933,0.068372,0.0142832,0.00383997,0.0847809,0.000422,0.0004,0.001691,0.009
0.0017054266,0.0577791,0.0408099,0.068223,0.0358939,0.000247,0.000168,0.002385,0.009
0.0045998767,0.052325,0.0133579,0.076884,0.052655,0.000963,0.00711,0.005622,0.008
0.0042455033,0.0939732,0.0586741,0.142596,0.0845051,0.000327,0.005962,0.014514,0.006
0.521569,0.0476799,0.0246251,0.101104,0.0403659,0.000088,0.089833,0.000447,0.008
0.5151633,0.00943398,0.0238841,0.0468452,0.035161,0.000664,0.003645,0.003041,0.011
0.00206996,0.052249,0.0292871,0.0314212,0.03965,0.000106,0.001025,0.000377,0.008
0.016956434,0.0370231,0.0460889,0.0791361,0.113748,0.003151,0.003867,0.023484,0.017
0.00264366,0.0866699,0.0369351,0.216117,0.043746,0.000145,0.062045,0.006562,0.006
0.00193671,0.0236349,0.0588911,0.079617,0.0531299,0.000728,0.004336,0.00415,0.009
0.0335874,0.016108,0.0114009,0.031539,0.034513,0.000657,0.153834,0.003865,0.01
0.267674,0.0552678,0.0440249,0.0218489,0.0369351,0.000346,0.003918,0.001645,0.006
0.00670703,0.0468211,0.0202231,0.02809,0.0310612,0.000848,0.00871,0.005234,0.01
0.0048444,0.159253,1.36088,0.460154,0.107038,0.01227,0.000954,0.022089,0.031
0.00570119,0.0194409,0.021225,0.00299597,0.0315118,0.000582,0.305333,0.004617,0.008
0.0024163632,0.0286019,0.0280702,0.084374,0.0651681,0.000319,0.078224,0.00174,0.007
0.0076652966,0.0387609,0.040575,0.393759,0.047929,0.000394,0.181699,0.00527,0.007
0.15251634,0.0864251,0.0281591,0.035954,0.0399561,0.000586,0.000177,0.003201,0.009
0.0051757367,0.0757899,0.0345039,0.227764,0.0335808,0.000121,0.00711,0.001593,0.007
0.0155029,0.0535419,0.0309272,0.165244,0.0328078,0.000105,0.002369,0.000781,0.005
0.15291199,0.00650382,0.0112851,0.0350931,0.0309861,0.000138,0.004536,0.000219,0.007
0.012340867,0.0413029,0.0228982,0.0629959,0.0893669,0.001935,0.039933,0.005984,0.021
0.00256559,0.0282569,0.151288,0.0113471,0.0709891,0.003239,0.022897,0.008325,0.014
0.15300067,0.0276499,0.100793,0.115976,0.027673,0.002697,0.000172,0.004534,0.01
0.51515067,0.00766182,0.019434,0.0293019,0.035532,0.000363,0.00568,0.001331,0.009
