emptyheaded,Jena-LTJ,RDF3X,virtuoso,blazegraph,CompactLTJ,qdag,RDFCSA,MillDB
0.0011222017,0.0160449,1.00672,26.9536,0.0218971,0.000342,0.007695,0.001833,0.01
0.50510335,0.00770497,0.076746,0.557623,0.0261381,0.000036,0.018805,0.003196,0.007
0.0019328367,0.0145538,0.0983682,0.42438,0.090735,0.000069,0.008389,0.010104,0.008
0.00127499,0.00783491,0.332942,0.070514,0.025852,0.000289,0.000852,0.001798,0.007
0.010117047,0.00970602,0.418263,0.0704949,0.0241041,0.000237,0.014583,0.001689,0.009
0.0011026167,0.00864291,0.375285,0.741931,0.0298769,0.000235,0.000204,0.00421,0.009
0.00223896,0.0101919,0.689594,0.342197,0.024339,0.000151,0.009328,0.001768,0.007
0.0012523733,0.0048399,0.052953,0.910856,0.0311701,0.000131,0.00391,0.003229,0.007
0.00278482,0.0102091,0.0714791,0.367637,0.177954,0.000166,0.013837,0.002117,0.008
0.0018528333,0.00664592,0.0874991,0.296252,0.0536699,0.000048,0.004116,0.001223,0.006
0.0010564333,0.020396,2.39961,0.118679,0.032479,0.0011,0.001353,0.005408,0.009
0.0020188766,0.029983,0.833626,0.225076,0.0209179,0.000363,0.026262,0.001224,0.008
0.0013331,0.00908995,0.441646,0.0497339,0.034405,0.00019,0.000856,0.004185,0.008
0.0014860433,0.027072,2.16981,0.325105,0.018337,0.001148,0.009756,0.002294,0.008
0.0015748567,0.00504684,0.030195,0.105105,0.0212851,0.000028,0.009737,0.00055,0.007
0.0009413783,0.00939512,0.371947,0.0475881,0.019912,0.000272,0.000103,0.00271,0.006
0.024927929,0.0234721,0.448072,0.073983,0.0130761,0.000925,0.041737,0.000893,0.008
0.0013197267,0.00602198,0.031023,0.133677,0.0335841,0.000028,0.003152,0.001831,0.007
0.0033910966,0.00649786,0.118866,0.157488,0.032943,0.000431,0.001871,0.005121,0.01
0.0018191966,0.00849008,0.0234699,0.0965879,0.0463421,0.000115,0.000806,0.004847,0.008
0.0018045367,0.00636005,0.087723,0.048892,0.0230029,0.000223,0.02066,0.000543,0.007
0.00116416,0.0416892,2.23653,0.0525639,0.019593,0.003877,0.000109,0.010248,0.013
0.00331304,0.00464392,0.00823617,0.464955,0.0192349,0.000031,0.000729,0.001934,0.005
0.0017026633,0.00771403,0.0254879,1.04228,0.0417261,0.00003,0.00065,0.000696,0.005
0.00351802,0.00577593,0.0477622,0.110601,0.0231571,0.000054,0.024505,0.000421,0.008
0.0019110934,0.0373769,2.50749,0.236467,0.020859,0.004065,0.000109,0.014112,0.013
0.0019095833,0.00633502,0.0575039,0.100092,0.023092,0.000193,0.078479,0.00079,0.006
0.0011660383,0.031523,0.585832,0.098017,0.016803,0.000358,0.000576,0.001733,0.01
0.0035784165,0.009552,0.145263,0.0330458,0.014657,0.000439,0.000515,0.002011,0.008
0.26973933,0.0114131,0.401442,0.360799,0.021965,0.000347,0.006222,0.004825,0.008
0.00126091,0.0320101,0.243179,0.0817971,0.0154541,0.000247,0.002241,0.002774,0.008
0.0013994667,0.014112,0.451436,0.087235,0.026947,0.000265,0.004604,0.001871,0.007
0.0039220033,0.0142219,0.358388,0.029351,0.012789,0.00059,0.000453,0.001624,0.008
0.01318354,0.010654,0.376853,0.123084,0.0332699,0.001583,0.000916,0.009476,0.01
0.00135482,0.018218,1.33128,0.975259,0.0438421,0.000763,0.013597,0.013365,0.008
0.0014984966,0.00802994,0.0278201,0.0121701,0.0326619,0.000167,0.000328,0.002608,0.009
0.0020625633,0.00664496,0.023231,0.023488,0.019887,0.000056,0.008736,0.000777,0.007
0.012839177,0.020421,0.27672,0.19657,0.0372529,0.001337,0.004139,0.00731,0.01
0.0032566935,0.022532,0.578145,0.107177,0.040247,0.001782,0.070441,0.012096,0.011
0.0026579134,0.00677299,0.00904107,0.040621,0.0303731,0.000027,0.02273,0.000469,0.005
0.0015593233,0.0185411,0.28904,0.0525019,0.029732,0.000965,0.012257,0.004666,0.007
0.00136747,0.00678611,0.0308189,0.127542,0.073972,0.000037,0.015502,0.000361,0.007
0.0076571833,0.00528002,0.0276191,0.0473769,0.0263271,0.000037,0.005769,0.000829,0.005
0.0009811253,0.00460195,0.026757,0.0680861,0.041245,0.000045,0.001456,0.000552,0.007
0.022246547,0.01881,0.449974,0.034559,0.0189121,0.000507,0.001017,0.000504,0.008
0.008466736,0.0201921,0.129683,0.084003,0.024828,0.001472,0.007439,0.006627,0.009
0.009785896,0.0138519,0.0539522,0.385728,0.116014,0.000029,0.00125,0.003123,0.005
0.00128692,0.0362198,1.20049,0.107488,0.019381,0.004568,0.00574,0.013728,0.011
0.009209989,0.030643,0.651086,0.0645471,0.016751,0.002582,0.004722,0.008595,0.011
0.0013138567,0.00645781,0.0578611,0.557653,0.019856,0.000032,0.00196,0.002012,0.004
