emptyheaded,Jena-LTJ,RDF3X,virtuoso,blazegraph,CompactLTJ,qdag,RDFCSA,MillDB
0.003921953,0.0265691,0.104339,0.192086,0.0254412,0.000375,0.084524,0.002122,0.009
0.0197592,0.125026,0.0872662,0.432052,0.0783379,0.000872,1.92312,0.003757,0.01
0.281218,0.076673,0.0823791,0.665675,0.0320261,0.000191,0.142486,0.000814,0.006
0.00512964,0.05632,0.0767019,3.35981,0.093842,0.00033,0.20395,0.006907,0.008
0.0026132201,0.109446,0.128852,5.16092,0.0625339,0.0007,207.39,0.001115,0.009
0.007872947,0.0881681,0.486655,0.383565,0.0315261,0.000243,0.481147,0.000901,0.006
0.00423716,0.0349419,0.194737,1.68317,0.0805058,0.002035,0.549772,0.000378,0.008
0.29335967,0.00599694,0.0649621,0.0871482,0.0244648,0.000151,9.79522,0.001771,0.007
0.53935,0.169445,0.132938,0.832956,0.0515289,0.000323,0.8533,0.005218,0.006
0.572821,0.229956,0.280504,1.09638,12.1596,0.000231,0.554236,0.001959,0.006
0.14127333,0.0521209,0.0557251,0.23566,0.0275381,0.000263,3.96698,0.000929,0.008
0.0026027102,0.0369658,0.249334,0.717552,0.0279,0.000777,0.13428,0.001751,0.01
0.00588658,0.0751829,0.195066,0.403681,0.0829542,0.000857,5.78445,0.004382,0.013
0.5048237,0.140768,0.0861418,0.787764,0.044733,0.000216,0.033994,0.003328,0.007
0.16069166,0.120254,0.013474,0.006603,0.052511,0.000282,0.066591,0.007201,0.008
0.55215865,0.0678461,0.0626209,0.21977,0.0236981,0.000438,1.88714,0.00195,0.009
0.00802918,0.132633,0.382058,0.305523,0.0393598,0.000415,11.3936,0.003388,0.008
0.171414,0.0066309,0.0342031,0.0976031,0.0542221,0.000281,0.823503,0.00159,0.009
0.285719,0.0450082,0.122055,0.300993,0.021441,0.002815,9.15912,0.001055,0.008
0.022192433,0.0524399,0.039468,0.026499,0.0287399,0.00016,2.64382,0.000672,0.007
0.00973682,0.674012,0.0770509,0.032903,0.0256839,0.000861,2.52414,0.001696,0.011
0.008118477,0.313881,0.0365329,0.599203,0.178321,0.001389,3.23204,0.012899,0.014
0.0085357735,0.0225029,0.0244839,0.906791,0.0539961,0.000354,1.3885,0.005067,0.006
0.509836,0.0346889,0.099211,0.041234,0.0320508,0.00054,4.88034,0.002526,0.01
0.26840967,0.0338259,1.06262,0.606802,0.0242591,0.00064,383.828,0.002681,0.011
0.0071353302,0.043752,0.492966,0.083869,0.018734,0.002069,1.2778,0.004719,0.009
0.55891836,0.0230801,0.04352,3.3924,0.0652931,0.000287,10.1697,0.00056,0.008
0.009282586,0.0272689,0.0216291,0.021539,0.0272729,0.000393,0.264033,0.002342,0.009
0.013364866,0.091774,0.0989828,0.205433,0.0383091,0.001237,0.025581,0.004991,0.016
0.00723414,0.010324,0.322838,0.036576,0.021713,0.000599,0.373608,0.00074,0.008
0.00860224,0.0126152,0.055109,0.549962,0.035928,0.000111,2.97488,0.002585,0.008
0.29196733,0.107699,0.0531921,0.173665,0.0221832,0.000358,6.28333,0.00047,0.009
0.0046092668,0.0123448,0.242574,0.280825,0.0244021,0.000183,0.58995,0.001524,0.008
0.020197233,0.0455348,0.0953941,0.126244,0.073015,0.003319,0.782206,0.020025,0.019
0.0058286735,0.110337,0.040148,0.00465703,0.0403481,0.000288,0.010707,0.001336,0.007
0.5333473,0.0298378,0.049006,0.309201,0.038049,0.000155,0.298742,0.00038,0.007
0.5082667,0.0189819,0.033884,0.256779,0.0885718,0.000718,0.112212,0.010949,0.009
0.12497567,0.115859,0.0936561,0.773292,0.0289569,0.00042,0.958487,0.001788,0.008
0.43605867,0.00525212,0.0155139,0.003057,0.0330262,0.00031,115.973,0.001193,0.008
0.0114827,0.0113671,0.146273,0.0402691,0.030952,0.00103,0.00348,0.001352,0.009
0.764596,0.018909,0.0170281,0.099859,0.0237889,0.000168,0.103999,0.00071,0.008
0.27500567,0.0256569,0.0368841,0.169445,0.0351529,0.000456,1.06252,0.000846,0.009
0.012857033,0.071311,0.029068,0.0568891,0.062665,0.000428,0.09563,0.00662,0.008
0.00689703,0.0494559,0.0333591,0.163768,0.037713,0.000674,0.019367,0.00119,0.009
0.012654867,0.0162511,0.0324781,0.0639768,0.0332341,0.000559,25.1945,0.002705,0.009
0.0052365432,0.0952661,0.0547221,0.600839,0.0741711,0.000186,0.502502,0.00113,0.005
0.25451967,0.0061779,0.0282969,0.0797069,0.029254,0.000145,0.149843,0.000385,0.007
0.00495773,0.00821304,0.0261579,0.014385,0.0378041,0.000685,0.433271,0.004221,0.008
0.258927,0.00714517,0.0166481,0.0045588,0.0479701,0.000381,0.346441,0.000625,0.005
0.55968964,0.0107601,0.0185461,0.028497,0.113835,0.000376,25.6509,0.009715,0.006
