0;1;12277000
1;1000;3338000
2;1;2729000
3;27;4159000
4;273;2735000
5;1;2048000
6;1;2743000
7;2;305000
8;1;27661000
9;1000;3205000
10;2;1436000
11;10;2562000
12;1;353000
13;81;7536000
14;8;11010000
15;11;8506000
16;4;176000
17;10;188000
18;3;21709000
19;2;2526000
20;4;602000
21;50;48497000
22;5;3537000
23;17;12115000
24;2;10477000
25;2;12599000
26;245;1660000
27;10;1606000
28;1;363000
29;248;49816000
30;1;2621000
31;2;157000
32;1;12277000
33;1;35649000
34;102;49677000
35;2;4248000
36;11;23176000
37;1;460000
38;9;38261000
39;1;6612000
40;1;181000
41;1;11160000
42;7;2066000
43;1;5850000
44;5;7428000
45;1;131355000
46;1;4488000
47;1;1907000
48;3;9438000
49;1000;6798000
50;1;4436000
51;1;2227000
52;1;518000
53;1;2054000
54;1;24795000
55;32;595000
56;926;3301000
57;1;1949000
58;1;3868000
59;1;91000
60;1;32239000
61;1;358000
62;507;10816000
63;4;1223000
64;2;95000
65;2;2325000
66;1;2014000
67;26;2595000
68;1;697000
69;6;4271000
70;29;135000
71;1;373000
72;1;2367000
73;308;277142000
74;1;684000
75;1;2419000
76;15;156125000
77;24;3202000
78;3;2868000
79;1;12802000
80;16;5926000
81;76;488000
82;1;1852000
83;32;1748000
84;56;2865000
85;1;2006000
86;37;659000
87;1;1190000
88;20;2459000
89;1000;4614000
90;1;3618000
91;35;754000
92;1;6834000
93;22;453000
94;1;314000
95;1;1385000
96;1000;6259000
97;4;1373000
98;1;2064000
99;188;27800000
100;1;405000
101;1;1753000
102;1;5033000
103;1;4662000
104;1;61410000
105;1;1387000
106;9;12571000
107;1;2018000
108;76;2968000
109;143;10286000
110;7;9759000
111;33;657000
112;688;15273000
113;3;50757000
114;233;8363000
115;1;1856000
116;8;2889000
117;7;5851000
118;1000;159023000
119;1;4921000
120;1;49873000
121;2;1135000
122;5;6215000
123;1;7549000
124;93;2172000
125;1;2574000
126;12;14676000
127;4;3682000
128;3;6081000
129;1000;2543000
130;1;5386000
131;1;27716000
132;3;23682000
133;2;8179000
134;1;438000
135;1;625000
136;1;1188000
137;120;1148000
138;2;7787000
139;7;31165000
140;365;2875000
141;1;14182000
142;23;4745000
143;7;19948000
144;1;4500000
145;122;14512000
146;2;3525000
147;71;1370000
148;1;1636000
149;61;1914000
150;1;20384000
151;1;31623000
152;1000;7986000
153;1;33166000
154;9;578000
155;3;5643000
156;6;1836000
157;1;1232000
158;7;1778000
159;1;4666000
160;1;2298000
161;386;4155000
162;30;6872000
163;1;447000
164;18;1191000
165;1000;16248000
166;1;3037000
167;97;1353000
168;1000;9740000
169;2;16153000
170;83;88363000
171;1000;4039000
172;2;173369000
173;234;7317000
174;1;25347000
175;1000;990000
176;1;1661000
177;1;11354000
178;1;4490000
179;1000;6031000
180;1;301000
181;1;2257000
182;128;3597000
183;1000;14505000
184;1;33550000
185;1;4897000
186;1;5785000
187;1;1997000
188;2;2353000
189;3;7410000
190;59;329628000
191;2;88540000
192;1;2624000
193;1;1157000
194;1000;6489000
195;1;15951000
196;80;9053000
197;3;10159000
198;8;566000
199;65;22122000
200;1000;4069000
201;2;12304000
202;35;15976000
203;8;4175000
204;1;943000
205;1;10141000
206;3;72350000
207;1;251256000
208;2;1040000
209;568;8511000
210;1;43745000
211;113;11167000
212;1;8863000
213;9;3567000
214;1;23341000
215;3;6035000
216;1;2528000
217;1;1156000
218;1000;17217000
219;3;2251000
220;3;12770000
221;1;1408000
222;1;2250000
223;12;3992000
224;1;3430000
225;3;4735000
226;3;184362000
227;1;2162000
228;1;78533000
229;5;664000
230;34;10782000
231;2;540000
232;31;8387000
233;1;15331000
234;1;3882000
235;1;9424000
236;4;2483000
237;1;72138000
238;1;2543000
239;22;50294000
240;1000;20337000
241;12;3358000
242;7;6154000
243;5;11307000
244;1;1403000
245;1;970000
246;3;672000
247;1;1199000
248;1;21104000
249;4;19957000
250;1;1416000
251;2;1663000
252;87;2327000
253;30;6805000
254;2;18349000
255;15;3015000
256;2;2949000
257;1;460000
258;2;1729000
259;1;1408000
260;1;865000
261;2;6147000
262;1;1360000
263;2;205000
264;2;263000
265;284;3392000
266;1;921000
267;1;2617000
268;3;1190000
269;1000;5552000
270;1;3282000
271;1;2886000
272;1000;7216000
273;3;647000
274;2;4314000
275;64;5054000
276;2;313000
277;25;452000
278;5;5689000
279;3;4639000
280;5;425236000
281;1;1867000
282;1;701000
283;12;93016000
284;17;1361000
285;1;7224000
286;1000;5877000
287;4;63258000
288;37;4793000
289;1;3304000
290;3;64147000
291;432;2364000
292;1;537000
293;172;10123000
294;8;1317000
295;1;446000
296;38;1807000
297;3;5733000
298;1;6724000
299;1;1542000
300;1;17674000
301;10;2969000
302;2;3757000
303;4;4394000
304;6;467000
305;52;2864000
306;1;372000
307;2;8843000
308;4;3467000
309;320;6530000
310;1;511000
311;1;20379000
312;1000;3465000
313;1;7892000
314;1;1976000
315;2;6924000
316;24;1109000
317;24;2316000
318;1;427000
319;1;352000
320;2;3803000
321;1;856000
322;1;51386000
323;22;1880000
324;67;2631000
325;1;13468000
326;1;20590000
327;4;21940000
328;1;3425000
329;1;332000
330;1;1810000
331;2;17282000
332;21;5745000
333;1;1364000
334;18;2608000
335;1;884000
336;1000;18233000
337;50;13830000
338;830;3038000
339;6;2453000
340;1;2096000
341;1;4322000
342;24;105089000
343;7;1652000
344;1;8313000
345;1;29179000
346;2;52020000
347;1;3189000
348;4;7131000
349;1;1279000
350;2;15944000
351;1;44059000
352;48;1997000
353;7;2177000
354;9;6961000
355;1000;14773000
356;2;175205000
357;23;7708000
358;1;933000
359;1;13995000
360;1;19937000
361;1;13228000
362;14;2888000
363;30;7339000
364;21;2966000
365;1000;9943000
366;1;11969000
367;1;12518000
368;704;3679000
369;3;9841000
370;1;820000
371;2;2005000
372;1;36470000
373;8;466000
374;1000;31234000
375;1;6707000
376;65;1727000
377;1;6626000
378;1;5965000
379;1;4841000
380;1000;10722000
381;1;266000
382;1;746000
383;1;306000
384;3;646000
385;1;56896000
386;486;24139000
387;1;447000
388;50;721731000
389;4;12280000
390;1000;6824000
391;6;1488000
392;3;798000
393;16;4741000
394;883;23303000
395;1;3469000
396;1000;7458000
397;221;49294000
398;20;2091000
399;1;13133000
400;1;3903000
401;1;1740000
402;23;4762000
403;1000;4087000
404;2;10750000
405;2;872000
406;4;3384000
407;4;5252000
408;59;482372000
409;1;3532000
410;6;220957000
411;1;1580000
412;1;37300000
413;14;6553000
414;2;34181000
415;3;32028000
416;141;39292000
417;1;2422000
418;1;628000
419;3;4454000
420;151;4027000
421;2;14545000
422;25;730000
423;1;1926000
424;1;12645000
425;1;11674000
426;1;15750000
427;1;11081000
428;1;1313000
429;1;12729000
430;2;115968000
431;117;2133000
432;2;178000
433;49;19477000
434;1;2738000
435;2;5158000
436;1;1936000
437;1;470000
438;1;2066000
439;3;984000
440;2;3612000
441;2;3983000
442;10;784000
443;1000;16599000
444;1;1673000
445;1;16381000
446;7;2911000
447;3;4564000
448;2;96078000
449;32;2678000
450;2;2778000
451;56;16970000
452;7;845000
453;1000;3694000
454;1;11462000
455;29;10293000
456;5;978000
457;1;454000
458;328;2909000
459;1;2294000
460;83;8462000
461;6;103995000
462;1;14187000
463;1;7883000
464;4;1300000
465;1;5577000
466;2;1778000
467;1;1299000
468;19;3284000
469;1;1893000
470;1000;4166000
471;1;4600000
472;1;804000
473;2;23762000
474;1;2412000
475;248;3211000
476;1;2428000
477;349;4291000
478;1;3025000
479;2;675000
480;14;7844000
481;73;13881000
482;2;2528000
483;2;942000
484;1;652000
485;1;272000
486;1;4910000
487;1;326000
488;20;4229000
489;48;3056000
490;1;5966000
491;1;58598000
492;120;991000
493;1;1080000
494;1;2094000
495;1000;302920000
496;153;6484000
497;3;577375000
498;1;1338000
499;3;5860000
500;1;37657000
501;1;123696000
502;150;1152000
503;29;3176000
504;1;39137000
505;1;26646000
506;1;215000
507;1;1565000
508;11;1489000
509;1;497000
510;1000;8882000
511;1;1381000
512;4;10026000
513;117;8612000
514;2;7488000
515;1;61542000
516;26;21826000
517;4;2661000
518;13;2256000
519;1;296000
520;18;3070000
521;4;5367000
522;1000;7680000
523;1;4199000
524;532;16518000
525;1;6573000
526;1;765000
527;131;10315000
528;1;1259000
529;1;10437000
530;1;1251000
531;6;1044000
532;141;642000
533;8;7091000
534;250;23312000
535;1000;4557000
536;149;5981000
537;4;756000
538;4;19536000
539;2;43369000
540;3;1309000
541;1;672000
542;1;447000
543;5;6131000
544;1;584000
545;1;112000
546;6;504000
547;1;1701000
548;3;1490000
549;1000;7078000
550;1;10514000
551;2;633000
552;1;167000
553;1;409000
554;7;747000
555;1;5551000
556;1;1582000
557;1;14279000
558;309;6952000
559;6;1584000
560;1;2513000
561;3;4322000
562;12;15381000
563;1000;3173000
564;3;979000
565;1;2757000
566;2;16237000
567;2;498000
568;6;183000
569;326;11752000
570;13;470233000
571;1;448553000
572;77;2384000
573;3;2704000
574;1;13454000
575;1;9220000
576;1;2422000
577;1;4039000
578;1;6570000
579;697;3829000
580;9;7050000
581;3;138335000
582;1;255000
583;1;790000
584;1;24331000
585;3;650000
586;2;576971000
587;3;4653000
588;4;3723000
589;1;2340000
590;1;5302000
591;2;2325000
592;2;31311000
593;6;19504000
594;1;13579000
595;1000;6622000
596;5;504000
597;1;285000
598;2;403000
599;1;7531000
600;1000;10778000
601;1000;1202000
602;279;1351000
603;448;3538000
604;263;38892000
605;1;942000
606;1;14170000
607;1000;9614000
608;30;21484000
609;2;9341000
610;1;3189000
611;1;8328000
612;1;1748000
613;2;73799000
614;1;65686000
615;193;6760000
616;16;13834000
617;3;2471000
618;3;1735000
619;26;22310000
620;2;327000
621;1;399000
622;18;1407000
623;2;5070000
624;23;22186000
625;3;2374000
626;1;22814000
627;1;193000
628;5;756000
629;4;1632000
630;1000;3218000
631;523;10678000
632;39;6781000
633;52;7000000
634;10;8843000
635;1;772000
636;1;12531000
637;2;2571000
638;6;2589000
639;2;7263000
640;250;4881000
641;3;4066000
642;3;11419000
643;3;2098000
644;3;363000
645;1;904000
646;1;3872000
647;476;2955000
648;2;9217000
649;1;1686000
650;3;110671000
651;1;8430000
652;2;26247000
653;109;4179000
654;8;4240000
655;13;4566000
656;30;3894000
657;3;1541000
