0;1;7213000
1;1000;3321000
2;1;2045000
3;27;3018000
4;273;2042000
5;1;1032000
6;1;664000
7;2;279000
8;1;21262000
9;1000;3376000
10;2;1206000
11;10;849000
12;1;208000
13;81;3609000
14;8;7296000
15;11;9328000
16;4;168000
17;10;145000
18;3;10421000
19;2;906000
20;4;362000
21;50;55493000
22;5;4287000
23;17;28508000
24;2;7346000
25;2;5587000
26;245;2280000
27;10;1032000
28;1;736000
29;248;38144000
30;1;1496000
31;2;326000
32;1;9923000
33;1;14886000
34;102;20962000
35;2;2115000
36;11;27746000
37;1;3462000
38;9;23427000
39;1;5153000
40;1;386000
41;1;17337000
42;7;2172000
43;1;4676000
44;5;7239000
45;1;108856000
46;1;1706000
47;1;649000
48;3;7461000
49;1000;9796000
50;1;1953000
51;1;927000
52;1;1918000
53;1;1812000
54;1;17730000
55;32;563000
56;926;8180000
57;1;250000
58;1;4525000
59;1;200000
60;1;58093000
61;1;419000
62;507;18377000
63;4;1189000
64;2;123000
65;2;1043000
66;1;969000
67;26;1983000
68;1;773000
69;6;1275000
70;29;1258000
71;1;550000
72;1;1000000
73;308;222340000
74;1;444000
75;1;994000
76;15;23077000
77;24;1991000
78;3;1741000
79;1;12349000
80;16;4105000
81;76;323000
82;1;958000
83;32;1691000
84;56;2937000
85;1;1879000
86;37;641000
87;1;604000
88;20;2074000
89;1000;4968000
90;1;2863000
91;35;1167000
92;1;2191000
93;22;625000
94;1;295000
95;1;1049000
96;1000;7797000
97;4;703000
98;1;1547000
99;188;27470000
100;1;382000
101;1;928000
102;1;3811000
103;1;3820000
104;1;51890000
105;1;831000
106;9;3563000
107;1;387000
108;76;903000
109;143;10455000
110;7;1468000
111;33;579000
112;688;15996000
113;3;41572000
114;233;7344000
115;1;873000
116;8;2734000
117;7;4509000
118;1000;156096000
119;1;657000
120;1;16725000
121;2;371000
122;5;6893000
123;1;6686000
124;93;1065000
125;1;1008000
126;12;7823000
127;4;2987000
128;3;3133000
129;1000;2064000
130;1;2816000
131;1;24166000
132;3;26287000
133;2;1752000
134;1;553000
135;1;729000
136;1;1949000
137;120;1205000
138;2;11882000
139;7;28490000
140;365;2414000
141;1;14242000
142;23;6285000
143;7;11551000
144;1;1753000
145;122;8881000
146;2;1867000
147;71;829000
148;1;1424000
149;61;1011000
150;1;13401000
151;1;22677000
152;1000;7068000
153;1;24810000
154;9;658000
155;3;1911000
156;6;940000
157;1;1168000
158;7;714000
159;1;1985000
160;1;929000
161;386;3644000
162;30;7692000
163;1;245000
164;18;441000
165;1000;20298000
166;1;1517000
167;97;1217000
168;1000;11777000
169;2;4796000
170;83;62351000
171;1000;4073000
172;2;258610000
173;234;6240000
174;1;21421000
175;1000;1718000
176;1;721000
